Editor ID;Form ID;Count;Users;Name;Script;Water Type;Model;Size;Quest Object
DLC02Mine;0700B57D;85;0;;DLC02PulseFieldMineSCRIPT;;DLCAnch\Clutter\ArmorMines\DLCAnchMine01.NIF;183;No
DLC02NoMansLandFlamer01Trig;0700B5D4;0;0;;DLC02NoMansLandFlamer01TrigSCRIPT;;;363;No
DLC02OA4PowerArmorRedShirtTrig;0700B603;1;0;Gas Valve;DLC02OA4PowerArmorRedShirtSCRIPT;;;445;No
DLC02OA4PowerArmorToCoverTrig;0700BA6E;1;0;;DLC02OA4PowerArmorGuysToCoverSCRIPT;;;701;No
DLC02VertibirdEncount02Invul;0700BD66;1;0;;;;DLCAnch\Vehicles\DLCAnchVertibirdEncount01.nif;11701;No
DLC02VSSElevatorTrigger;0700BD95;1;0;;DLC02VSSElevatorTriggerScript;;;153;No
DLC02MinesFlagSwapACTIVATOR;0700BE31;1;0;;DLC02FlagSwapSCRIPT;;;251;No
DLC02IceCampFlagSwapACTIVATOR;0700BE35;1;0;;DLC02FlagSwapSCRIPT;;;130;No
DLCAnchPulseFXPlaced;0700BEAE;4;0;;;;DLCAnch\Effects\DLCAnchPulseFXPlaced.nif;542;No
DLC02SpiderCrateParachute;0700C063;1;0;Chinese Fortification Cache;DLC02SpiderCrateParachuteSCRIPT;;DLCAnch\Clutter\Crate\DLCAnchCrateFalling.NIF;2421;No
DLC02SniperRifleACTIVATOR;0700C1CE;4;0;Sniper Rifle;DLC02SniperRifleActivatorSCRIPT;;DLCAnch\Weapons\2HandRifle\DLCAnchSniperRifleStatic.nif;43;No
DLC02LPostFlagSwapActivator;0700C1E4;1;0;;DLC02FlagSwapSCRIPT;;;114;No
DLC02BobbyPin;0700C320;0;0;Bobby Pin;;;DLCAnch\Clutter\BobbyPin\BobbyPinBox.NIF;0;No
DLC02StealthBoy;0700C321;0;0;Stealth Boy;;;DLCAnch\Clutter\StealthBoy\DLCAnchStealthBoy.NIF;0;No
DLCAnchGenElecSwitch03DC;0700C35D;3;0;;;;DLCAnch\Clutter\DLCAnchGenElecSwitch03.NIF;17;No
DLC02LockPickACTIVATOR;0700C35F;0;0;Bobby Pin;DLC02LockPickActivatorSCRIPT;;DLCAnch\Clutter\BobbyPin\BobbyPinBox.NIF;2;No
DLC02ChineseAssaultRifleACTIVATOR;0700C362;5;0;Chinese Assault Rifle;DLC02ChineseAssaultRifleActivatorSCRIPT;;DLCAnch\Weapons\2HandAutomatic\DLC02ChineseAssaultRifleStatic.nif;35;No
DLC02GrenadeFragACTIVATOR;0700C364;67;0;Frag Grenade;DLC02GrenadeFragActivatorSCRIPT;;DLCAnch\Weapons\1HandGrenadeThrow\DLC02FragGrenadeStatic.nif;6;No
DLC02StealthBoyACTIVATOR;0700C366;2;0;Stealth Boy;DLC02StealthBoyActivatorSCRIPT;;DLCAnch\Clutter\StealthBoy\DLCAnchStealthBoy.NIF;7;No
DLC02AreaCompleteACTIVATOR;0700C389;2;0;;;;;913;No
DLC02FatmanStopCombat;0700C488;1;0;Gas Valve;DLC02FatManStopCombatSCRIPT;;;1583;No
DLC02FatmanStartCombatTrig;0700C48E;0;0;Gas Valve;DLC02FatManStopCombatSCRIPT;;;0;No
DLC02FatmanStartCombat;0700C48F;1;0;Gas Valve;DLC02FatManStartCombatSCRIPT;;;1768;No
DLC02RunnerDust;0700C4AD;4;0;;DefaultEnableLink1xSCRIPT;;;168;No
DLC02ChineseHQFlagSwapACTIVATOR;0700C4B4;1;0;;DLC02FlagSwapSCRIPT;;;163;No
DLCAnchGenElecSwitch04;0700C788;0;0;Switch;;;Clutter\GenElecSwitch01.NIF;18;No
DLCAnchFallingDust128;0700C7B5;2;0;;DLC02ArtilleryBaseDustSCRIPT;;DLCAnch\Effects\DLCAnchFallingDust128.nif;91;No
DLCAnchFallingDust512;0700C7B6;29;0;;DLC02ArtilleryBaseDustSCRIPT;;DLCAnch\Effects\DLCAnchFallingDust512.nif;362;No
DLCAnchFallingDust256;0700C7B7;34;0;;DLC02ArtilleryBaseDustSCRIPT;;DLCAnch\Effects\DLCAnchFallingDust256.nif;181;No
DLC02HealthDispenser01;0700C7BC;35;0;Health Dispenser;DLC02HealthKitSCRIPT;;DLCAnch\Clutter\HealthDispenser\DLCAnchHealthDispenser01.NIF;32;No
DLC02HealthDispenser02;0700C7BF;2;0;Health Dispenser;DLC02HealthKitSCRIPT;;DLCAnch\Clutter\HealthDispenser\DLCAnchHealthDispenser02.NIF;34;No
DLC02MineFragACTIVATOR;0700C89F;35;0;Frag Mine;DLC02MineFragActivatorSCRIPT;;DLCAnch\Weapons\1HandMineDrop\DLCAnchMineFragStatic.nif;12;No
DLC02MicroFusionACTIVATOR;0700C8C1;116;0;Microfusion Cell;DLC02MicroFusionSCRIPT;;DLCAnch\Weapons\2HandRifle\DLC02MicroFusionCellStaticNIF.nif;3;No
DLC02MissileACTIVATOR;0700C8C7;47;0;Missile;DLC02MissileSCRIPT;;DLCAnch\Weapons\2HandLauncher\DLC02MissileStatic.nif;19;No
DLC02PsychoACTIVATOR;0700C8C9;2;0;Psycho;DLC02PsychoSCRIPT;;Clutter\Health\PsychoChem01.NIF;11;No
DLC02MinefieldSwitch;0700CAA9;1;0;Switch;DLC02MinefieldSwitchScript;;Clutter\GenElecSwitch01.NIF;18;No
DLCAnchAmmoDispenser01;0700CB32;27;0;Ammo Dispenser;DLC02AmmoBoxSCRIPT;;DLCAnch\Clutter\AmmoDispenser\DLCAnchAmmoDispenser01.NIF;58;No
DLC02GreenMarkerActivator;0700CB93;0;0;;;;MarkerXHeadingGreen.NIF;85;No
DLCAnchFallDustRocks128;0700CBFE;0;0;;DLC02ArtilleryBaseDustSCRIPT;;DLCAnch\Effects\DLCAnchFallDustRocks128.nif;0;No
DLCAnchFallDustRocks256;0700CBFF;1;0;;DLC02ArtilleryBaseDustSCRIPT;;DLCAnch\Effects\DLCAnchFallDustRocks256.nif;181;No
DLCAnchFallDustRocks512;0700CC00;9;0;;DLC02ArtilleryBaseDustSCRIPT;;DLCAnch\Effects\DLCAnchFallDustRocks512.nif;362;No
DLC02PowerArmorFriedDisable;0700CD1D;1;0;;DLC02PowerArmorFriedDisableSCRIPT;;;167;No
DLC02OA1SibleyCommandRoomTrigger;0700CD4E;1;0;;DLC02OA1SibleyCommandRoomTriggerScript;;;131;No
DLC02FF009Trigger;0700CD65;1;0;;DLC02FF009TriggerScript;;;386;No
DLC02PowerArmorFatmanBoost;0700CEDD;1;0;;DLC02PowerArmorFatmanBoostSCRIPT;;;534;No
DLC02FatmanDistanceCheckTRIG;0700CEE5;1;0;Gas Valve;DLC02FatmanDistanceCheckSCRIPT;;;1583;No
DLC02StrikeTeamAutoAttackTrigger;0700CEEA;4;0;;DLC02StrikeTeamAutoAttackTriggerScript;;;1628;No
DLC02TestVertibirdEncount01;0700CEF7;0;0;;;;DLCAnch\Vehicles\DLCAnchVertibirdEncount01.nif;0;No
DLC02FatmanTroopDisableTrigger;0700CF18;0;0;;;;;535;No
DLC02FailsafeUpdate;0700CF28;1;0;;DLC02FailsafeUpdateScript;;;265;No
DLC01AshurCrib;08000F35;1;0;Marie's Crib;DLC01AshurCribSCRIPT;;DLCPitt\Clutter\BabyCrib\DLCPittBabyCribWithBabyInside.nif;78;No
DLC01LightControl;08000F37;0;0;Haven Light Control Relay;DLC01HavenLightControlsSCRIPT;;Clutter\GenElecSwitch01.NIF;18;No
DLC01WernherCrib;08000F3D;2;0;Crib;DLC01WernherCribSCRIPT;;DLCPitt\Clutter\BabyCrib\DLCPittDIRTYBabyCribWithBabyInside.nif;77;No
DLC01AmbushStartTRIG;08001070;1;0;Gas Valve;DLC01AmbushStartSCRIPT;;;1169;No
DLC01AmbushControlTRIG;08001074;1;0;Gas Valve;DC01AmbushControlSCRIPT;;;65;No
DLC01BridgeSlaveEscapeTRIG;08001555;1;0;Gas Valve;DLC01BridgeSlaveEscapeTrigSCRIPT;;;1507;No
DLC01TunnelTriggerDC;0800165A;1;0;;DLC01TunnelTriggerDCSCRIPT;;;355;No
DLC01TunnelTriggerThePitt;080021ED;0;0;;DLC01TunnelTriggerThePittSCRIPT;;;443;No
DLCPittTestBabyCrib;0800268B;1;0;;;;DLCPitt\Clutter\BabyCrib\DLCPittBabyCribWithBabyInside.nif;64;No
DLC01FF003ConspiracyTrigger;08002937;1;0;;DLC01FF003ConspiracyTriggerScript;;;856;No
DLC01FF001Trigger;08002A50;1;0;;DLC01FF001TriggerScript;;;293;No
DLC01MarketSquareGateTrigger;08002E44;1;0;Gas Valve;DLC01MarketSquareGateTriggerSCRIPT;;;1242;No
DLC01PittArrivalTrigger;08002E45;1;0;Gas Valve;DLC01PittArrivalTriggerSCRIPT;;;206;No
DLC01AshurSpeechTRIG;080032DB;1;0;Gas Valve;DLC01AshurSpeechTRIGScript;;;1671;No
DLC01ArenaControlAct;080032DC;1;0;Gas Valve;DLC01ArenaControlActSCRIPT;;;808;No
DLC01BridgeRadTrigger01;08003303;3;0;Gas Valve;DLC01BridgeRadTrigger01SCRIPT;;;11437;No
DLC01FF005Trigger;08003437;1;0;;DLC01FF005TriggerScript;;;653;No
DLC01LeavePalaceTrigger;080039F6;1;0;;DLC01LeavePalaceTriggerSCRIPT;;;0;No
DLC01DCSlaveGateTrigger;08003A4A;1;0;Gas Valve;DLC01DCSlaveGateTriggerSCRIPT;;;225;No
DLC01Furnace;08003B85;6;0;;;;DLCPitt\Clutter\Furnace\DLCPittFurnace01.NIF;218;No
DLC01FurnaceClosed;08003B89;7;0;;;;DLCPitt\Clutter\Furnace\DLCPittFurnaceClose01.NIF;218;No
DLC01SteelMillExtTrogEnablerTrigger;0800504F;1;0;Gas Valve;DLC01SteelMillExtTrogEnablerTriggerSCRIPT;;;1066;No
DLC01RadioTowerSceneTrigger;080054FD;1;0;Gas Valve;DLC01RadioTowerSceneTriggerSCRIPT;;;3596;No
DLC01Q3SceneTrigger;08005951;1;0;Ashur Scene Trigger;DLC01Q3AshurSceneTriggerSCRIPT;;;341;No
DLC01Press;08005CEB;0;0;Steel Press;;;DLCPitt\Clutter\Press\DLCPittPunchPress.NIF;450;No
DLC01WernherPostAmbushTrigger;08006163;1;0;Gas Valve;DLC01WernherPostAmbushTriggerSCRIPT;;;371;No
DLC01FrontGateEnterTrigger;08006169;3;0;Gas Valve;DLC01FrontGateEnterTriggerSCRIPT;;;281;No
DLC01SteelPlateActivator;0800619F;100;0;Steel Ingot;DLC01SteelPlateActivatorSCRIPT;;DLCPitt\Clutter\DLCPittIngot01.NIF;25;No
DLC01Conveyor;08006336;2;0;Conveyor;DLC01ConveyorSCRIPT;;DLCPitt\Clutter\Press\DLCPittConveyorPress.NIF;700;No
DLC01FF006Trigger;08006845;1;0;;DLC01FF006TriggerScript;;;647;No
DLC01PPLookTargetTrig01;0800691A;1;0;;DLC01PPLookTargetTrig01SCRIPT;;;211;No
DLC01Q3MideaMeetingTrigger;08006C30;1;0;Midea Meeting Trigger;DLC01Q3MideaMeetingTriggerSCRIPT;;;209;No
DLC01TriggerEnableHavenRaiders01;080070A3;5;0;;DLC01UptownEnableEnemyRaiders01Script;;;3944;No
DLC01Fan;0800719C;7;0;;;;DLCPitt\Clutter\Fan\DlCPittFan.NIF;134;No
DLC01UnlockLROnActivate;08007340;1;0;;DLC01GenericUnlockLinkedRefOnActivate;;;528;No
DLC01LightsOutActivateTrigger;080073ED;3;0;;DLC01LightsOutActivateTriggerScript;;;462;No
DLC01Conveyor02;0800787A;2;0;Conveyor;DLC01ConveyorSCRIPT;;DLCPitt\Clutter\Press\DLCPittConveyorPress02.NIF;700;No
DLC01DCSlavePenJumpInTrigger;08007D79;1;0;Gas Valve;DLC01DCSlavePenJumpInTriggerREF;;;484;No
DLC01TunnelHandcartDC;08007D7D;1;0;Hand Cart;DLC01TunnelHandcartDCSCRIPT;;DLCPitt\Clutter\RailCar\DLCPittRailCar01.NIF;231;Yes
DLC01FurnaceNoSound;08009B67;3;0;;;;DLCPitt\Clutter\Furnace\DLCPittFurnace01.NIF;218;No
DLC01WildBillTrigger;08009F49;0;0;;DLC01WildBillTriggerSCRIPT;;;37;No
DLC01TunnelHandcartPitt;0800A60A;1;0;Hand Cart;DLC01TunnelHandcartPittSCRIPT;;DLCPitt\Clutter\RailCar\DLCPittRailCar01.NIF;231;Yes
DLC01HavenInsideTrigger;0800A71E;1;0;Haven Inside Trigger;DLC01HavenInsideTriggerSCRIPT;;;303;No
DLC01DowntownAmbushControl;0800A73F;1;0;Gas Valve;DLC01DowntownAmbushControlSCRIPT;;;160;No
DLC01ProtectronPod01;0800A84C;2;0;;;;Clutter\ProtectronPod\ProtectronPod01.NIF;134;No
DLC01ProtectronPodFailsafeTrig;0800A84D;1;0;Gas Valve;DLC01ProtectronPodFailsafeTrigSCRIPT;;;92;No
DLC01PowerPlantPodSwitch01;0800A84E;1;0;Switch;DLC01PowerPlantPodSwitch01SCRIPT;;Clutter\GenElecSwitch01.NIF;18;No
DLC01HavenExitTrigger;0800A862;1;0;Haven Exit Trigger;DLC01HavenExitTriggerSCRIPT;;;869;No
DLC01TrigEverettSpeak01;0800A8B9;3;0;;DLC01TrigEverettSpeak01SCRIPT;;;169;No
DLC01RiotTrigger1;0800A9C1;1;0;;DLC01RiotTrigger1Script;;;674;No
DLC01RiotTrigger2;0800A9CD;1;0;;DLC01RiotTrigger2Script;;;822;No
DLC01RiotTrigger3;0800A9D4;2;0;;DLC01RiotTrigger3Script;;;417;No
DLC01LightsOutChainActivatorDisable;0800AA63;12;0;Switch;DLC01LightsOutOnActivateSCRIPT;;Clutter\GenElecSwitch01.NIF;18;No
DLC01FaydraEVPTrigger;0800AB84;2;0;;DLC01FaydraEVPTriggerSCRIPT;;;152;No
DLC01AshurBroadcastRadio;0800B131;15;0;Loud Speaker;DLC01AshurSpeakersSCRIPT;;Clutter\QuestItems\MS17LoudSpeakers01.NIF;142;No
DLC01FF007Trigger;0800B166;1;0;;DLC01FF007TriggerScript;;;711;No
DLC01FF008Trigger;0800B35F;1;0;;DLC01FF008TriggerScript;;;573;No
DLC01MideaCrib;0800B3C8;0;0;Crib;DLC01WernherCribSCRIPT;;DLCPitt\Clutter\BabyCrib\DLCPittDIRTYBabyCribWithBabyInside.nif;0;No
DLC01FF003StartConversationTrigger;0800B598;2;0;;DLC01FF003StartConversationTriggerScript;;;440;No
DLC01GateUnlockTrigger;0800B61F;0;0;;DLC01GateUnlockTriggerSCRIPT;;;207;No
DLC01PowerPlantHatch;0800B700;1;0;;GenericDoorOpenedElsewhereSCRIPT;;Dungeons\Utility\Rooms\UtlRmStairsHatch01.NIF;238;No
DLC01ProtectronPodFailsafeTrig03;0800B846;1;0;Gas Valve;DLC01ProtectronPodFailsafeTrig03SCRIPT;;;93;No
DLC01ProtectronPodFailsafeTrig04;0800B849;1;0;Gas Valve;DLC01ProtectronPodFailsafeTrig04SCRIPT;;;93;No
DLC01ProtectronPodFailsafeTrig02;0800B84C;1;0;Gas Valve;DLC01ProtectronPodFailsafeTrig02SCRIPT;;;92;No
DLC03MetroRideSwitch01;09000D69;2;0;Metro Console;DLC03PresMetroRide01AnimSCRIPT;;DLC03\Clutter\DLC03DynColCut.NIF;139;No
DLC03ForceFieldRightGlow01;090019FB;46;0;;DLC03FieldFXSCRIPT;;Effects\ForceFieldFX\ForceFieldRightGlow01.NIF;658;No
DLC03ForceFieldLeftGlow01;090019FC;22;0;;DLC03FieldFXSCRIPT;;Effects\ForceFieldFX\ForceFieldLeftGlow01.NIF;658;No
DLC03ForceFieldRightNoGlow01;09001A09;1;0;;DLC03FieldFXSCRIPT;;Effects\ForceFieldFX\ForceFieldRightNoGlow01.NIF;641;No
DLC03BS1TristanTrigger1;090020BC;5;0;;DLC03BS1TristanTriggerScript;;;599;No
DLC03AFBVertibirdBombingTrigger01;090024C1;3;0;;DLC03AFBVertibirdBombingRun01SCRIPT;;;338;No
DLC03BosEnclaveFight01Trigger;090024C5;1;0;;DLC03BoSEnclaveFight01SCRIPT;;;2876;No
DLC03AFBVertibirdLandingCONTROLTrigger;09002632;4;0;;DLC03AFBVertibirdLandingControlSCRIPT;;;236;No
DLC03VertibirdFlyoverTrigger01;09002633;1;0;;DLC03VertibirdFlyover01SCRIPT;;;817;No
DLC03AFBVertibirdLandingTrigger;09002634;0;0;;DLC03AFBVertibirdLandingSCRIPT;;;1614;No
DLC03TeslaDynamicExplosionTrigger;09002704;0;0;;DLC03TeslaExplosionScript;;Traps\TrapGasFire01.NIF;255;No
DLC03TeslaTrapVol01;09002709;0;0;;DLC03TeslaExplosionScript;;DLC03\Effects\DLC03TeslaTrapVol01.NIF;0;No
DLC03ForceFieldControlPanel;090027EA;10;1;Repulsion Field Control Panel;DLC03FieldControllerSCRIPT;;DLC03\Clutter\EnclaveForceField\DLC03EnclaveForceFieldControlPanel01.NIF;46;No
DLC03FieldLeftGlow01;090027EC;26;0;;DLC03FieldGlowSCRIPT;;DLC03\Effects\ForceFieldFX\DLC03EnclaveForceFieldGlow01.NIF;170;No
DLC03FieldLeftImpact01;090027ED;18;0;;DLC03FieldImpactScript;;DLC03\Effects\ForceFieldFX\DLC03EnclaveForceFieldImpact01.NIF;172;No
DLC03AFBVertibirdStrafingTrigger01;09002924;8;0;;DLC03AFBVertibirdStrafing01SCRIPT;;;299;No
DLC03AFBVertibirdCrashTrigger01;09002925;1;0;;DLC03AFBVertibirdCrash01SCRIPT;;;339;No
DLC03AFBVertibirdBombingTrigger02;09002926;1;0;;DLC03AFBVertibirdBombingRun02SCRIPT;;;339;No
DLC03AFBVertibirdLanding01Trigger;09002927;1;0;;DLC03AFBVertibirdLanding01SCRIPT;;;1463;No
DLC03RadiationTrap01;09002D29;6;0;Radiation Trap;DLC03TrapRadiationSCRIPT;;DLC03\Traps\DLC03RadiationTrap.NIF;60;No
DLC03PrimeWalkAndFire;09002DE4;4;0;;DLC03PrimeWalkAndFireSCRIPT;;;1195;No
DLC03FXOrbitalStrike01;090031C7;0;1;;DLC03FXOrbitalStrikeScript;;DLC03\Effects\DLC03OrbitalStrike01.NIF;13019;No
DLC03PresMetroDoor01;090031E4;0;0;Metro Door;;;DLC03\Vehicles\DLC03PresMetroDoor01.NIF;99;No
DLC03EncounterEMTrigger;090031EB;2;0;;DLC03EncounterEMTriggerSCRIPT;;;422;No
DLC03PrimeTorsoActivator;09003222;1;0;;DLC03PrimeTorsoSCRIPT;;;80;No
DLC03AFBVertibirdTakingOffCONTROLTrigger;0900334F;3;0;;DLC03GenericVertibirdTakingOffControlSCRIPT;;;199;No
DLC03AFBVertibirdTakingOff01Trigger;09003350;1;0;;DLC03AFBVertibirdTakingOff01SCRIPT;;;726;No
DLC03AFBVertibirdStrafingTrigger02;09003351;2;0;;DLC03AFBVertibirdStrafing02SCRIPT;;;339;No
DLC03EncounterBTTrigger;09003431;1;0;;DLC03EncounterBTTriggerSCRIPT;;;172;No
DLC03FXRelayStrikeParent01;09003499;0;1;;DLC03FXRelayStrikeParentScript;;DLC03\Effects\DLC03OrbitalStrike01.NIF;0;No
DLC03FXOrbitalStrikeRock01;0900349D;0;1;;DLC03FXOrbitalStrikeRockScript;;DLC03\Effects\DLC03OrbitalStrike01.NIF;13019;No
DLC03FXOrbitalStrikePrime01;0900349E;0;1;;DLC03FXOrbitalStrikePrimeScript;;DLC03\Effects\DLC03OrbitalStrike01.NIF;13019;No
testPhilCLightningVol1;09003585;0;1;;testPhilCLightningVol1SCRIPT;;DLC03\Effects\DLC03TeslaTrapVol01.NIF;346;No
testPhilCLightningVol2;0900358B;0;2;;testPhilCLightningVol2SCRIPT;;DLC03\Effects\DLC03TeslaTrapVol01.NIF;0;No
DLC03ElectricBoxBarrier;09003594;2;0;;DLC03ElectricBoxBarrierSCRIPT;;Clutter\ElectricBox\ElectricBox1.NIF;122;No
DLC03DeathclawMarker;09003899;0;0;;;;MarkerXGreen.NIF;27;No
DLC03DeathclawInPen01Trigger;090038DE;1;0;;DLC03DeathclawInPen01TriggerSCRIPT;;;452;No
DLC03AFBVertibirdTakingOff02Trigger;090039D8;1;0;;DLC03VertibirdTakingOff02SCRIPT;;;1648;No
DLC03BosEnclaveFight01bTrigger;090039D9;1;0;;DLC03BosEnclaveFight01bTriggerSCRIPT;;;2139;No
DLC03DeathclawInPen04Trigger;090039DA;0;0;;DLC03DeathclawInPen04TriggerSCRIPT;;;555;No
DLC03DeathclawInPen02Trigger;090039DB;1;0;;DLC03DeathclawInPen02TriggerSCRIPT;;;452;No
DLC03DeathclawInPen03Trigger;090039DC;1;0;;DLC03DeathclawInPen03TriggerSCRIPT;;;558;No
DLC03PresMetroAnimated;09003A51;0;0;DLC03PresMetro;;;DLC03\Vehicles\DLC03PresMetroCar\DLC03PresMetroCarStaticAnim.nif;0;No
DLC03AFBVertibirdStrafingTrigger03;09003B69;1;0;;DLC03AFBVertibirdStrafing03SCRIPT;;;339;No
DLC03AirlockControl1;090045B0;1;0;Airlock Control;;;Clutter\GenElecSwitch01.NIF;18;No
DLC03MetroRideSwitch02;090049A3;1;0;Metro Console;DLC03PresMetroRide02AnimSCRIPT;;DLC03\Clutter\DLC03DynColCut.NIF;139;No
DLC03MetroRideEndSwitch;090049AA;2;0;Metro Console;DLC03PresMetroRideEndSCRIPT;;DLC03\Clutter\DLC03DynColCut.NIF;139;No
DLC03PowerworksTurretHall;090049D4;1;0;;DLC03PowerworksTurretHallSCRIPT;;;214;No
DLC03PowerworksMaster;090049D7;1;0;;DLC03PowerworksMasterSCRIPT;;;62;No
DLC03PowerWorksTurretHallSwitch01;090049DC;1;0;Emergency Electrical Switch;DLC03PowerWorksTurretHallSwitch01SCRIPT;;Clutter\ElectricalSwitch.NIF;65;No
DLC03PowerWorksRadiationTrap;090049F0;6;0;Emitter;;;DLC03\Traps\DLC03RadiationTrap.NIF;60;No
DLC03AFBVertibirdFlyoverTrigger02;09004A04;1;0;;DLC03VertibirdFlyover02SCRIPT;;;2515;No
DLC03AFBArtillerySwitch01;09004A05;1;0;Artillery Switch;DLC03AFBSector3ArtillerySwitch01SCRIPT;;Clutter\GenElecSwitch01.NIF;18;No
DLC03AFBVertibirdCTTrigger01;09005279;1;0;;DLC03AFBVertibirdCTTrigger01SCRIPT;;;333;No
DLC03AFBVertibirdStrafingTrigger03b;0900527A;1;0;;DLC03AFBVertibirdStrafing03bSCRIPT;;;299;No
DLC03AFBEnclaveBaseVertibird01;09005561;1;1;Vertibird;DLC03AFBEnclaveBaseVertibirdTakingOffControlSCRIPT;;DLC03\Vehicles\DLC03VertibirdEnc01BOS.NIF;11708;Yes
DLC03AFBEnclaveBaseVertibird01Trig;09005562;1;0;;DLC03AFBEnclaveBaseVertibird01TrigSCRIPT;;;761;No
DLC03Vertibird01ControlTrigger;09005563;1;0;;DLC03Vertibird01ControlTriggerSCRIPT;;;117;No
DLC03AFBControlTowerVertibird01Trig;09005564;1;0;;DLC03AFBControlTowerVertibird01TrigSCRIPT;;;695;No
DLC03Vertibird02ControlTrigger;09005565;1;0;;DLC03Vertibird02ControlTriggerSCRIPT;;;117;No
DLC03AFBControlTowerVertibird01;09005566;1;1;Vertibird;DLC03AFBControlTowerVertibirdTakingOffControlSCRIPT;;DLC03\Vehicles\DLC03VertibirdEnc01BOS.NIF;11708;No
DLC03WQ02DiscoveryTrigger;090056FF;0;0;;DLC03WQ02DiscoveryTriggerScript;;;1018;Yes
DLC03TeslaCoil01;09005705;2;0;Tesla Coil;DLC03TeslaCoil01SCRIPT;;DLC03\Clutter\ScientistLab\DLC03TeslaCoil.NIF;93;No
DLC03CitadelVertibird02;0900571F;1;1;Vertibird;DLC03CitadelVertibird02TakingOffControlSCRIPT;;DLC03\Vehicles\DLC03VertibirdEnc01BOS.NIF;11708;No
DLC03CitadelVertibirdTrigger02;09005720;1;0;;DLC03CitadelVertibird02TrigSCRIPT;;;1057;No
DLC03Vertibird03ControlTrigger;09005721;1;0;;DLC03Vertibird03ControlTriggerSCRIPT;;;117;No
DLC03CitadelVertibirdTrigger01;09005726;1;0;;DLC03CitadelVertibird01TrigSCRIPT;;;1057;No
DLC03CitadelVertibird01;09005728;1;1;Vertibird;DLC03CitadelVertibird01TakingOffControlSCRIPT;;DLC03\Vehicles\DLC03VertibirdEnc01BOSvt.NIF;11708;No
DLC03RelayStatPlayerWalkTrig;09005775;17;0;;DLC03RelayStatPlayerWalkSCRIPT;;;284;No
DLC03TriggerDamagedField;09005BC2;10;0;;DLC03TriggerDamagedFieldSCRIPT;;;236;No
DLC03BosEnclaveFight02Trigger;09005C39;1;0;;DLC03BoSEnclaveFight02SCRIPT;;;1569;No
DLC03BosEnclaveFight02bTrigger;09005C3A;1;0;;DLC03BosEnclaveFight02bTriggerSCRIPT;;;1738;No
DLC03RelayStatMaster;09005D8E;1;0;;DLC03RelayStatMasterSCRIPT;;;450;No
DLC03RelayStationKlaxonLight;09005DC8;8;0;;DLC03RelayStatKlaxonLightSCRIPT;;Dungeons\Vault\RoomU\Klaxon.NIF;77;No
DLC03TriggerBaseDownStairs;09006222;1;0;;DLC03TriggerBaseDownstairsScript;;;283;No
DLC03PresMetroPowerBox;0900641C;1;0;Power Box;DLC03PresMetroPowerBoxScript;;Clutter\QuestItems\MQ05Fusebox.NIF;59;Yes
DLC03PresMetroBoxSparks;09006420;1;0;;;;Effects\TrapComputerSparksFX.NIF;35;No
DLC03PresMetroDoDamage01;090064AA;0;0;Gas Valve;DLC03PresMetroDoDamage01SCRIPT;;;48;No
DLC03PresMetroGhoulWave01Trig;090064B6;1;0;Gas Valve;DLC03PresMetroGhoulWave01SCRIPT;;;82;No
DLC03TriggerSquad01Gate1;090068C2;1;0;;DLC03TriggerSquad01Gate1Script;;;172;No
DLC03AFBArtillerySwitch02;090068DA;1;0;Artillery Switch;DLC03AFBSector2ArtillerySwitch01SCRIPT;;Clutter\GenElecSwitch01.NIF;18;No
DLC03AFBSector2VertibirdBombingTrigger01;090068DB;1;0;;DLC03AFBSector2VertibirdBombingTrigger01SCRIPT;;;339;No
DLC03BosEnclaveFight01cTrigger;090068DC;1;0;;DLC03BosEnclaveFight01cTriggerSCRIPT;;;1607;No
DLC03PowerworksZMachineMaster;09006CDA;1;0;;DLC03PowerWorksZMachineMasterSCRIPT;;;59;No
DLC03TriggerMBP02;09006EEB;1;0;;DLC03TriggerMBP02SCRIPT;;;684;No
DLC03TriggerZone01;09006EF1;1;0;;DLC03TriggerZone01Script;;;1124;No
DLC03MBPVertibirdStrafingTrigger03b;09006EF3;1;0;;DLC03MBPVertibirdStrafing03bSCRIPT;;;299;No
DLC03WQ03Trigger;090071EC;1;0;;DLC03WQ03MonasteryScript;;;292;No
DLC03KnifeSwitch01;0900725E;0;0;Knife Switch;;;DLC03\Clutter\ScientistLab\DLC03KnifeSwitch.NIF;25;No
DLC03PowerWorksZMachineFailSwitch;09007296;3;0;Emergency Switch;DLC03PowerWorksZMachineFailSwitchSCRIPT;;DLC03\Clutter\ScientistLab\DLC03KnifeSwitch.NIF;25;No
DLC03PresMetroComputerAlarmTrig;090072D2;1;0;Gas Valve;DLC03PresMetroComputerAlarmSCRIPT;;;83;No
DLC03PresMetroRandAnnounceTrig01;090072EA;1;0;Intercom Trigger;DLC03PresMetroRandAnnounceTrig01Script;;;501;No
DLC03WQ03SceneTrigger;090076C6;1;0;;DLC03WQ03SceneScript;;;1872;No
DLC03PrimeWalkInit;09007FD2;2;0;;DLC03PrimeWalkInitSCRIPT;;;259;No
DLC03PrimeWalkStart;09007FD5;2;0;;DLC03PrimeWalkStartSCRIPT;;;936;No
DLC03AFBEnclaveNapalmShooterTrigger;090081DD;1;0;;DLC03AFBEnclaveNapalmShooterTriggerSCRIPT;;;2793;No
